date,pnl
2025-10-16,2.52045497
2025-10-17,-88.47749898000001
2025-10-20,19.311672
2025-10-21,25.39701598
2025-10-22,-2.52081502
2025-10-23,-3.832724
2025-10-24,13.683228
2025-10-27,2.9455909800000004
2025-10-28,31.59861098
2025-10-29,140.96800097
2025-10-30,-45.990942000000004
